data;typ;tytul;zwyciezca;nip;link_pdf
2026-07-04;ZAMOWIENIE;Sukcesywna dostawa wraz z transportem, rozładowaniem i wniesieniem do magazynów stołówek szkolnych Zespołu Szkolno-Przedszkolnego w Brzyskach i Błażkowej artykułów żywnościowych;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-9eeaf517-fd04-41e9-bbe2-bc25fd81749b
2026-07-04;ZAMOWIENIE;Rozbudowa istniejącej instalacji fotowoltaicznej o mocy 48,22 kW do 148,22 kW na obiekcie Stacji Uzdatniania Wody w Krzepicach;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-728b3b61-8a0f-456c-acb9-9b7c54185a04
2026-07-05;ZAMOWIENIE;Wykonanie  dokumentacji technicznej  i budowa magazynu OLiOC w miejscowości Jabłonka” w formule zaprojektuj i wybuduj;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-72654f28-8c75-46e3-9fc4-9f0a8888f5e9
2026-07-05;ZAMOWIENIE;Dostawa z montażem magazynu kontenerowego wraz z przynależną infrastrukturą w ramach zadania pn. „Budowa budynku magazynowego wraz z niezbędną infrastrukturą techniczną”;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-7b27fee9-e8e0-4cab-aba6-083710a7bbc6
2026-07-05;ZAMOWIENIE;36/PA/2026 Remont dachu na budynku użytkowym położonym przy ul. Parkowej 6-10 w Bydgoszczy zarządzanym przez Administrację Domów Miejskich „ADM” Sp. z o.o.;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-50f7b7b8-e533-4e23-be1f-502e429b31f7
2026-07-05;ZAMOWIENIE;Remont zabytkowej stodoły przy ul. Dworcowej 1 w Rucianem-Nidzie nr inw. 108/224;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-762a901c-5314-443d-ad1a-05bbab567153
2026-07-05;ZAMOWIENIE;Budowa świetlicy wiejskiej w Kozłowie;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-d79bdfd5-8036-4624-9550-ef64d1561387
2026-07-05;ZAMOWIENIE;„Wykonanie robót budowlanych w celu dostosowania budynku do pełnienia funkcji magazynu OL i OC”;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-89cb9d21-501b-4712-941a-3c3c87cbad0a
2026-07-05;ZAMOWIENIE;Termomodernizacja gminnych budynków Gminy Kłodawa;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-f4985328-6a01-49a6-80ee-cc96cf5e2f74
2026-07-06;ZAMOWIENIE;„Wykorzystanie potencjału endogenicznego Gminy Choszczno poprzez zagospodarowanie Jeziora Klukom na cele turystyczno-rekreacyjne w systemie „zaprojektuj i wybuduj””;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-a77a8f5c-cdae-4c9f-ab5d-cb6d4f8dd461
2026-07-06;ZAMOWIENIE;Remont dachu i stropu dworku - muzeum im. bł. Edmunda Bojanowskiego;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-89a47756-8279-44de-bb62-737d83daf89c
2026-07-06;ZAMOWIENIE;"""Termomodernizacja wraz z wymianą źródła ciepła budynku OSP w Pogwizdowie, gmina Paszowice""";;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-347d478f-900b-4786-86fb-df31d974a32c
2026-07-06;ZAMOWIENIE;Remont ogrodzenia terenu.;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-1d6e56f0-1375-4888-970e-a2f08fa9b35f
2026-07-06;ZAMOWIENIE;REMONT POMIESZCZEŃ WRAZ Z TERMOMODERNIZACJĄ ŚCIAN  ORAZ REMONTEM DACHU BUDYNKU SZKOŁY ZESPOŁU SZKÓŁ ŻEGLUGI ŚRÓDLĄDOWEJ IM. KMDR. BOLESŁAWA ROMANOWSKIEGOW NAKLE NAD NOTECIĄ – SKRZYDŁO WSCHODNIE;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-a068b1fd-6db9-4fa0-859a-b859648ff41c
2026-07-06;ZAMOWIENIE;Remont i konserwacja istniejących płotów szczelnych drewnianych oraz remont odłowni w Ośrodku Hodowli Żubrów Białowieskiego Parku Narodowego;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-99fe78a6-760c-4cdf-95fa-be3542e48f55
2026-07-07;ZAMOWIENIE;„Wymiana źródeł ciepła w budynkach Specjalnego Ośrodka Szkolno-Wychowawczego  w Bogumiłku na źródła oparte o powietrzne pompy ciepła wraz z instalacją fotowoltaiczną oraz magazynami energii”;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-9c82ab53-d500-443b-9b26-ad9554c2a03d
2026-07-08;ZAMOWIENIE;„Rozbudowa i przebudowa budynku administracyjnego Nadleśnictwa Cybinka – kontynuacja - III postępowanie”;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-ce341127-fb19-479c-a5b0-8991c743a479
2026-07-08;ZAMOWIENIE;Rozbudowa i przebudowa budynku administracyjno–biurowego;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-5a54a9b9-b7a4-4f47-a4ed-17401fae4052
2026-07-08;ZAMOWIENIE;Budowa budynku pow. magazynu OliOC wraz z instalacjami: elekt.,odgromową, teletech., wodociągową, kanalizacji sanitarnej i deszczowej, grzewczą, wentylacji, klimatyzacji i zagospodarowaniem terenu.;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-e48cfdc9-4f09-4460-9e5e-19d597080c8a
2026-07-09;ZAMOWIENIE;„Modernizacja kompleksu sportowo-rekreacyjnego przy Szkole Podstawowej Stowarzyszenia Przyjaciół Szkół Katolickich im. Św. Dzieci z Fatimy w Makowie Podhalańskim - MIRS 2026 – Priorytet I”;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-a5077055-6906-4157-8407-21ea461428a2
2026-07-09;ZAMOWIENIE;Modernizacja bazy magazynowej na potrzeby Obrony Cywilnej.;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-d7f1fbdf-10d4-4cd3-bd67-9b9a8d35fa62
2026-07-09;ZAMOWIENIE;„Modernizacja schodów ewakuacyjnych z zadaszeniem” w ramach realizacji projektu pn. Modernizacja obiektu Aquaparku Granit Strzelin na potrzeby sportowców”;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-07b4705f-a9f5-44f2-b64d-3e368e2776f1
2026-07-09;ZAMOWIENIE;Budowa magazynu ochrony ludności i obrony cywilnej wraz z wyposażeniem;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-c0244ea7-2aa7-4ce5-b388-ce16ba6e5eea
2026-07-09;ZAMOWIENIE;28/TP/2026 Montaż  i naprawy ogumienia w maszynach i pojazdach należących do Zakładu Utylizacyjnego Sp. z o.o.;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-4b9c7736-4c9a-4d61-9bdc-4e02a93fc304
2026-07-10;ZAMOWIENIE;Naprawa dachu budynku nr 5 w kompleksie przy al. Wojska Polskiego 250 w Szczecinie;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-9fa2672e-b0e1-46b6-bec9-8777362ce546
2026-07-10;ZAMOWIENIE;Budowa połączenia drogowego ul. Kalwaryjskiej i ul. Strzeleckiej w Wejherowie w ramach zadania „Gminny Program Rewitalizacji Miasta Wejherowa”;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-c9a34bf8-1d95-4a96-b501-5738368184ca
2026-07-10;ZAMOWIENIE;Remont elewacji magazynu zbożowego (nr 167 ewidencji bud.) w Czartołomiu dla Zakładu Doświadczalnego IHAR-PIB w Nieżychowicach;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-22852aac-af90-48ae-b449-d0358b031252
2026-07-10;ZAMOWIENIE;Budowa budynku magazynowego na potrzeby Ochrony Ludności i Obrony Cywilnej;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-6e2651f3-25f3-4855-b6bc-c776b202b204
2026-07-10;ZAMOWIENIE;Wykonanie instalacji fotowoltaicznej w budynku Przedszkola nr 4 w Ustroniu w ramach zadań inwestycyjnych pn.: Budowa odnawialnych źródeł energii w mieście Ustroń oraz Modernizacja obiektu P-4 (dach);;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-dcdc9a7e-a70d-45f6-88b9-a3b897a3468d
2026-07-10;ZAMOWIENIE;Kompleksowa termomodernizacja budynku komunalnego wraz z rozbiórką budynków magazynowych, gospodarczych i przybudówek zlokalizowanych przy ul. Przemysłowej 38 w Wejherowie;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-55cd39ca-9a5c-40d3-97b0-2853cea54c1a
2026-07-11;ZAMOWIENIE;Remont i przebudowa targowiska przy ul. Władysława Skoczylasa we Wrocławiu.;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-919e9aed-4840-4cb8-a3f2-e315de9cd5ec
2026-07-11;ZAMOWIENIE;Budowa strategicznego obiektu logistyczno-magazynowego.;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-651de8b4-e7ed-484d-8924-79442e0f4581
2026-07-11;ZAMOWIENIE;Poprawa funkcjonalności i dostępności małej infrastruktury publicznej placów zabaw w Gminie Maków Podhalański w ramach realizacji zadania: Modernizacja placów zabaw na terenie Gminy;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-978da423-de04-485c-97f7-37b3135ed90a
2026-07-11;ZAMOWIENIE;Zmiana sposobu użytkowania wraz z rozbudową i przebudową części obiektu budowlanego (wiaty magazynowej) na budynek garażowo-magazynowy ...;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-246478b4-27df-49d7-96bc-818bdbb05fd5
2026-07-12;ZAMOWIENIE;Modernizacja nawierzchni na dojazdach do przejazdu kolejowego w DP2741W;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-679645a7-6b1e-4a9c-bb77-d2318ac3f950
2026-07-12;ZAMOWIENIE;Termomodernizacja budynku OSP Rybnik-Grabownia wraz z budową mikroinstalacji fotowoltaicznej (...);;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-fe4e31fa-256e-4ea5-bd79-dbdf3fefa368
2026-07-12;ZAMOWIENIE;Modernizacja świetlicy wiejskiej w Baryczy na potrzeby społeczności lokalnej;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-2ded8aec-bbdb-40b6-8c96-3133064dae53
2026-07-12;ZAMOWIENIE;Modernizacja i dostosowanie istniejących budynków Referatu Służb Technicznych,  prace adaptacyjne i remontowe pomieszczeń na potrzeby pozyskania przestrzeni magazynowej do przechowywania sprzętu;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-c391f95f-6172-491d-93dd-90a6a4972dc0
2026-07-12;ZAMOWIENIE;Modernizacja budynków magazynowych przy ul. Berdychowskiej - działka 3357/9  oraz 3357/14;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-18a5a244-265d-458f-a205-85545d471b58
2026-07-12;ZAMOWIENIE;„Dostawa agregatów prądotwórczych do jednostek na terenie Gminy Tomaszów Lubelski;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-247eeab8-e550-47a6-bd7f-30bd128f466a
2026-07-12;ZAMOWIENIE;„Budowa boiska wielofunkcyjnego i urządzeń  typu „WORKOUT”;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-2305abae-e462-45c2-b56a-2a19f1947d93
2026-07-12;ZAMOWIENIE;Remont i docieplenie budynku Przedszkola nr 110 przy ul. Gołężyckiej 4a we Wrocławiu;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-b922c1d8-3bfc-42a1-a75c-a63791047811
2026-07-12;ZAMOWIENIE;"""Budowa hali magazynowo - garażowej wraz z infrastrukturą towarzyszącą służącej Obronie Cywilnej i Ochronie Ludności oraz dostawa i montaż kontenera podwójnego: część II–dostawa i montaż kontenera""";;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-2202237e-9bf6-4e10-b6cc-e7e82571746a
2026-07-12;ZAMOWIENIE;Roboty budowlane w zakresie remontu pokrycia dachowego w budynku nr 6 (magazyn) znajdującym się w kompleksie wojskowym Skład Stężyca  Nr 25/26/P.;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-0bbd968b-93c0-4c20-84fd-d14bf497784f
2026-07-12;ZAMOWIENIE;Budowa Magazynu Obrony Cywilnej na terenie gminy Laskowa, w miejscowości Ujanowice;;;https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-954babcf-2172-41c5-81ce-ae06fca49891
